Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_MRP_Categories
FDJ14,10.3,Regular,0.050028809,Food,80.096,OUT013,1987,High,Tier 3,Supermarket Type1,239.688,51-100
FDM21,20.2,Low_Fat,0.064464147,Food,255.7646,OUT049,1999,Medium,Tier 1,Supermarket Type1,5410.9566,
FDX27,20.7,Regular,0.11411709,Food,92.7436,OUT046,1997,Small,Tier 1,Supermarket Type1,1323.6104,51-100
FDO36,19.7,Low_Fat,0.078034976,Food,178.066,OUT049,1999,Medium,Tier 1,Supermarket Type1,3954.852,151-200
FDQ37,20.75,Low_Fat,0.089243789,Food,192.0478,OUT035,2004,Small,Tier 2,Supermarket Type1,4649.9472,151-200
FDX31,20.35,Regular,0.014885998,Food,234.4958,OUT018,2009,Medium,Tier 3,Supermarket Type2,3271.7412,201-250
FDR01,5.405,Regular,0.053576661,Food,200.5742,OUT013,1987,High,Tier 3,Supermarket Type1,2388.8904,201-250
FDE23,17.6,Regular,0.0,Food,46.006,OUT046,1997,Small,Tier 1,Supermarket Type1,326.242,0-50
FDU25,12.35,Low_Fat,0.026681262,Food,56.4246,OUT046,1997,Small,Tier 1,Supermarket Type1,810.9444,51-100
NCZ17,12.15,Non_Edible,0.0,Non_Consumable,39.1506,OUT017,2007,Small,Tier 2,Supermarket Type1,1480.0734,0-50
FDB34,15.25,Low_Fat,0.026604781,Food,86.2198,OUT035,2004,Small,Tier 2,Supermarket Type1,610.5386,51-100
FDI26,5.94,Low_Fat,0.035028853,Food,179.8344,OUT018,2009,Medium,Tier 3,Supermarket Type2,1249.0408,151-200
DRA12,11.6,Low_Fat,0.068535039,Drink,143.0154,OUT010,1998,Small,Tier 3,Grocery Store,283.6308,101-150
FDA16,6.695,Low_Fat,0.033935576,Food,221.9456,OUT035,2004,Small,Tier 2,Supermarket Type1,2210.456,201-250
FDS11,7.05,Regular,0.097275777,Food,223.9088,OUT019,1985,Small,Tier 1,Grocery Store,223.7088,201-250
FDI60,7.22,Regular,0.064141866,Food,61.251,OUT010,1998,Small,Tier 3,Grocery Store,126.502,51-100
FDG50,7.405,Low_Fat,0.015271793,Food,89.9146,OUT046,1997,Small,Tier 1,Supermarket Type1,1550.6482,51-100
FDZ44,8.185,Low_Fat,0.038729057,Food,117.1808,OUT046,1997,Small,Tier 1,Supermarket Type1,1874.8928,101-150
DRJ47,18.25,Low_Fat,0.044250304,Drink,174.708,OUT046,1997,Small,Tier 1,Supermarket Type1,2423.512,151-200
FDA02,14.0,Regular,0.052040539,Food,143.1786,OUT019,1985,Small,Tier 1,Grocery Store,288.9572,101-150
FDE36,5.26,Regular,0.041764487,Food,161.8868,OUT035,2004,Small,Tier 2,Supermarket Type1,3275.736,151-200
NCM43,14.5,Non_Edible,0.019554705,Non_Consumable,162.421,OUT018,2009,Medium,Tier 3,Supermarket Type2,1957.452,151-200
NCP29,8.42,Non_Edible,0.0,Non_Consumable,64.2168,OUT027,1985,Medium,Tier 3,Supermarket Type3,1278.336,51-100
NCV30,20.2,Non_Edible,0.065932087,Non_Consumable,64.851,OUT046,1997,Small,Tier 1,Supermarket Type1,948.765,51-100
NCE30,16.0,Non_Edible,0.09911729,Non_Consumable,210.7902,OUT035,2004,Small,Tier 2,Supermarket Type1,4460.1942,201-250
FDS12,9.1,Low_Fat,0.174085625,Food,124.6362,OUT035,2004,Small,Tier 2,Supermarket Type1,2390.8878,101-150
NCF42,17.35,Non_Edible,0.280164929,Non_Consumable,177.5712,OUT010,1998,Small,Tier 3,Grocery Store,527.3136,151-200
NCS53,14.5,Non_Edible,0.089761211,Non_Consumable,159.4604,OUT035,2004,Small,Tier 2,Supermarket Type1,2376.906,151-200
FDD38,16.75,Regular,0.008204465,Food,99.8674,OUT049,1999,Medium,Tier 1,Supermarket Type1,2342.9502,51-100
FDX49,4.615,Regular,0.102038294,Food,231.93,OUT045,2002,Small,Tier 2,Supermarket Type1,2563.33,201-250
NCH30,17.1,Non_Edible,0.112402118,Non_Consumable,112.986,OUT010,1998,Small,Tier 3,Grocery Store,113.186,101-150
FDA08,11.85,Regular,0.050043472,Food,164.6526,OUT013,1987,High,Tier 3,Supermarket Type1,2137.8838,151-200
NCZ17,12.15,Non_Edible,0.079431643,Non_Consumable,38.6506,OUT046,1997,Small,Tier 1,Supermarket Type1,796.9626,0-50
FDX46,12.3,Regular,0.058116758,Food,57.5562,OUT046,1997,Small,Tier 1,Supermarket Type1,651.8182,51-100
FDT43,16.35,Low_Fat,0.020547951,Food,51.2324,OUT046,1997,Small,Tier 1,Supermarket Type1,571.2564,51-100
FDG04,13.1,Low_Fat,0.006087409,Food,185.0898,OUT018,2009,Medium,Tier 3,Supermarket Type2,1870.898,151-200
FDQ39,14.8,Low_Fat,0.081372267,Food,191.4846,OUT018,2009,Medium,Tier 3,Supermarket Type2,3057.3536,151-200
FDV09,12.1,Low_Fat,0.034427577,Food,146.6734,OUT010,1998,Small,Tier 3,Grocery Store,296.9468,101-150
FDF50,4.905,Low_Fat,0.1175683,Food,197.6768,OUT045,2002,Small,Tier 2,Supermarket Type1,2956.152,151-200
FDE39,7.89,Low_Fat,0.036127671,Food,117.4782,OUT035,2004,Small,Tier 2,Supermarket Type1,2026.0294,101-150
FDK40,7.035,Low_Fat,0.0,Food,262.691,OUT013,1987,High,Tier 3,Supermarket Type1,6048.793,
NCR06,12.5,Non_Edible,0.006775667,Non_Consumable,42.9112,OUT049,1999,Medium,Tier 1,Supermarket Type1,1022.6688,0-50
FDS59,14.8,Regular,0.073468631,Food,110.857,OUT010,1998,Small,Tier 3,Grocery Store,329.571,101-150
DRN35,8.01,Low_Fat,0.070189131,Drink,37.9532,OUT013,1987,High,Tier 3,Supermarket Type1,826.9236,0-50
FDN21,18.6,Low_Fat,0.076855628,Food,161.0236,OUT046,1997,Small,Tier 1,Supermarket Type1,483.3708,151-200
FDR51,9.035,Regular,0.17417636,Food,148.9708,OUT018,2009,Medium,Tier 3,Supermarket Type2,2257.062,101-150
FDT10,16.7,Regular,0.061992874,Food,60.9562,OUT013,1987,High,Tier 3,Supermarket Type1,355.5372,51-100
FDC40,16.0,Regular,0.065051586,Food,76.1986,OUT035,2004,Small,Tier 2,Supermarket Type1,1090.5804,51-100
NCS17,18.6,Non_Edible,0.080434451,Non_Consumable,93.4436,OUT013,1987,High,Tier 3,Supermarket Type1,1701.7848,51-100
DRL49,13.15,Low_Fat,0.056516756,Drink,143.4812,OUT049,1999,Medium,Tier 1,Supermarket Type1,854.8872,101-150
FDE26,9.3,Low_Fat,0.089186275,Food,145.3786,OUT045,2002,Small,Tier 2,Supermarket Type1,2745.0934,101-150
NCA29,10.5,Non_Edible,0.045655118,Non_Consumable,169.8106,OUT010,1998,Small,Tier 3,Grocery Store,171.1106,151-200
FDM24,6.135,Regular,0.079776075,Food,152.8366,OUT017,2007,Small,Tier 2,Supermarket Type1,1964.7758,151-200
FDZ52,19.2,Low_Fat,0.100230114,Food,112.9886,OUT049,1999,Medium,Tier 1,Supermarket Type1,1667.829,101-150
FDK60,16.5,Regular,0.094246644,Food,98.9068,OUT018,2009,Medium,Tier 3,Supermarket Type2,1749.7224,51-100
FDK28,5.695,Low_Fat,0.065589906,Food,258.2646,OUT046,1997,Small,Tier 1,Supermarket Type1,5410.9566,
DRI49,14.15,Low_Fat,0.183507295,Drink,82.4276,OUT046,1997,Small,Tier 1,Supermarket Type1,1137.1864,51-100
FDQ21,21.25,Low_Fat,0.019407069,Food,119.3756,OUT013,1987,High,Tier 3,Supermarket Type1,3271.7412,101-150
NCI06,11.3,Non_Edible,0.047791878,Non_Consumable,180.766,OUT049,1999,Medium,Tier 1,Supermarket Type1,5033.448,151-200
NCV53,8.27,Non_Edible,0.01889024,Non_Consumable,238.188,OUT018,2009,Medium,Tier 3,Supermarket Type2,3835.008,201-250
DRK49,14.15,Low_Fat,0.035999599,Drink,41.5138,OUT049,1999,Medium,Tier 1,Supermarket Type1,162.4552,0-50
NCK07,10.65,Non_Edible,0.048677482,Non_Consumable,166.1526,OUT035,2004,Small,Tier 2,Supermarket Type1,2466.789,151-200
FDZ37,8.1,Regular,0.019672774,Food,86.4198,OUT027,1985,Medium,Tier 3,Supermarket Type3,1918.8356,51-100
FDD32,17.7,Regular,0.041163522,Food,80.8276,OUT017,2007,Small,Tier 2,Supermarket Type1,1868.2348,51-100
NCR38,17.25,Non_Edible,0.113497001,Non_Consumable,253.4724,OUT035,2004,Small,Tier 2,Supermarket Type1,755.0172,
FDJ48,11.3,Low_Fat,0.056754036,Food,247.5118,OUT017,2007,Small,Tier 2,Supermarket Type1,2470.118,201-250
FDI41,18.5,Regular,0.109003832,Food,145.2418,OUT019,1985,Small,Tier 1,Grocery Store,147.1418,101-150
NCY18,7.285,Non_Edible,0.031214809,Non_Consumable,177.1054,OUT045,2002,Small,Tier 2,Supermarket Type1,2626.581,151-200
NCV18,6.775,Non_Edible,0.105459307,Non_Consumable,84.625,OUT045,2002,Small,Tier 2,Supermarket Type1,2496.75,51-100
FDF34,9.3,Regular,0.014076503,Food,200.0084,OUT018,2009,Medium,Tier 3,Supermarket Type2,2182.4924,201-250
NCY30,20.25,Non_Edible,0.02594835,Non_Consumable,180.0976,OUT035,2004,Small,Tier 2,Supermarket Type1,3440.8544,151-200
FDE22,9.695,Low_Fat,0.029567218,Food,160.492,OUT035,2004,Small,Tier 2,Supermarket Type1,4314.384,151-200
FDD20,14.15,Low_Fat,0.020798905,Food,123.6046,OUT018,2009,Medium,Tier 3,Supermarket Type2,1245.046,101-150
DRN35,8.01,Low_Fat,0.117580062,Drink,36.6532,OUT010,1998,Small,Tier 3,Grocery Store,71.9064,0-50
NCB06,17.6,Non_Edible,0.08226356,Non_Consumable,160.492,OUT013,1987,High,Tier 3,Supermarket Type1,1278.336,151-200
FDX60,14.35,Low_Fat,0.08075758,Food,81.896,OUT045,2002,Small,Tier 2,Supermarket Type1,878.856,51-100
FDL39,16.1,Regular,0.063429818,Food,179.4318,OUT049,1999,Medium,Tier 1,Supermarket Type1,2345.6134,151-200
DRI37,15.85,Low_Fat,0.107765165,Drink,59.5904,OUT049,1999,Medium,Tier 1,Supermarket Type1,703.0848,51-100
NCF42,17.35,Non_Edible,0.167351411,Non_Consumable,176.0712,OUT035,2004,Small,Tier 2,Supermarket Type1,2109.2544,151-200
FDF38,11.8,Regular,0.02633607,Food,40.6138,OUT013,1987,High,Tier 3,Supermarket Type1,406.138,0-50
DRK59,8.895,Low_Fat,0.075876602,Drink,235.9616,OUT017,2007,Small,Tier 2,Supermarket Type1,1874.8928,201-250
NCG07,12.3,Non_Edible,0.091924311,Non_Consumable,189.753,OUT019,1985,Small,Tier 1,Grocery Store,189.753,151-200
FDV60,20.2,Regular,0.0,Food,197.211,OUT013,1987,High,Tier 3,Supermarket Type1,3535.398,151-200
FDX09,9.0,Low_Fat,0.065515067,Food,178.137,OUT018,2009,Medium,Tier 3,Supermarket Type2,1058.622,151-200
NCI42,18.75,Non_Edible,0.01040777,Non_Consumable,209.4954,OUT018,2009,Medium,Tier 3,Supermarket Type2,2500.7448,201-250
FDX37,16.2,Low_Fat,0.063017421,Food,100.37,OUT035,2004,Small,Tier 2,Supermarket Type1,998.7,101-150
DRP47,15.75,Low_Fat,0.140821917,Drink,252.9382,OUT049,1999,Medium,Tier 1,Supermarket Type1,2775.7202,
FDP10,19.0,Low_Fat,0.127983545,Food,107.6622,OUT013,1987,High,Tier 3,Supermarket Type1,1270.3464,101-150
NCR53,12.15,Non_Edible,0.14526636,Non_Consumable,224.0404,OUT049,1999,Medium,Tier 1,Supermarket Type1,3375.606,201-250
FDP28,13.65,Regular,0.080640478,Food,262.6936,OUT046,1997,Small,Tier 1,Supermarket Type1,4175.8976,
NCJ29,10.6,Non_Edible,0.035022503,Non_Consumable,85.1224,OUT027,1985,Medium,Tier 3,Supermarket Type3,2045.3376,51-100
FDX01,10.1,Low_Fat,0.024262772,Food,117.615,OUT018,2009,Medium,Tier 3,Supermarket Type2,1514.695,101-150
DRJ51,14.1,Low_Fat,0.087920675,Drink,228.5668,OUT013,1987,High,Tier 3,Supermarket Type1,1151.834,201-250
FDY04,17.7,Regular,0.042562588,Food,165.021,OUT045,2002,Small,Tier 2,Supermarket Type1,3425.541,151-200
NCR17,9.8,Non_Edible,0.024378706,Non_Consumable,114.5492,OUT035,2004,Small,Tier 2,Supermarket Type1,1274.3412,101-150
FDL13,13.85,Regular,0.094265737,Food,233.93,OUT010,1998,Small,Tier 3,Grocery Store,233.03,201-250
FDE45,12.1,Low_Fat,0.040521714,Food,178.5002,OUT018,2009,Medium,Tier 3,Supermarket Type2,5552.1062,151-200
DRM47,9.3,Low_Fat,0.043777415,Drink,192.9846,OUT035,2004,Small,Tier 2,Supermarket Type1,6114.7072,151-200
FDE04,19.75,Regular,0.018008071,Food,180.466,OUT013,1987,High,Tier 3,Supermarket Type1,3415.554,151-200
FDQ16,19.7,Low_Fat,0.041823046,Food,108.0912,OUT045,2002,Small,Tier 2,Supermarket Type1,1965.4416,101-150
FDY15,18.25,Regular,0.170000805,Food,155.963,OUT027,1985,Medium,Tier 3,Supermarket Type3,4537.427,151-200
FDV38,19.25,Low_Fat,0.178192864,Food,54.9956,OUT019,1985,Small,Tier 1,Grocery Store,109.1912,51-100
FDD38,16.75,Regular,0.008184912,Food,101.2674,OUT013,1987,High,Tier 3,Supermarket Type1,1528.011,101-150
FDQ32,17.85,Regular,0.046599684,Food,125.1388,OUT035,2004,Small,Tier 2,Supermarket Type1,1981.4208,101-150
FDO31,6.76,Regular,0.02914662,Food,79.296,OUT017,2007,Small,Tier 2,Supermarket Type1,1118.544,51-100
FDW57,8.31,Regular,0.116331694,Food,176.9028,OUT017,2007,Small,Tier 2,Supermarket Type1,3010.7476,151-200
FDJ16,9.195,Low_Fat,0.115064263,Food,58.6246,OUT049,1999,Medium,Tier 1,Supermarket Type1,868.869,51-100
FDO12,15.75,Low_Fat,0.054884821,Food,195.3452,OUT013,1987,High,Tier 3,Supermarket Type1,1761.7068,151-200
NCD30,19.7,Non_Edible,0.0,Non_Consumable,98.1726,OUT027,1985,Medium,Tier 3,Supermarket Type3,978.726,51-100
NCD54,21.1,Non_Edible,0.028868467,Non_Consumable,146.3786,OUT027,1985,Medium,Tier 3,Supermarket Type3,5056.751,101-150
FDJ45,17.75,Low_Fat,0.073524776,Food,34.8216,OUT049,1999,Medium,Tier 1,Supermarket Type1,207.7296,0-50
FDQ39,14.8,Low_Fat,0.081206491,Food,189.2846,OUT045,2002,Small,Tier 2,Supermarket Type1,1719.7614,151-200
FDJ14,10.3,Regular,0.0,Food,78.896,OUT019,1985,Small,Tier 1,Grocery Store,399.48,51-100
FDW36,11.15,Low_Fat,0.056656942,Food,106.2622,OUT027,1985,Medium,Tier 3,Supermarket Type3,2328.9684,101-150
FDH47,13.5,Regular,0.128791854,Food,95.4068,OUT035,2004,Small,Tier 2,Supermarket Type1,1944.136,51-100
FDU12,15.5,Regular,0.126791761,Food,262.1568,OUT010,1998,Small,Tier 3,Grocery Store,527.3136,
FDD53,16.2,Low_Fat,0.044291251,Food,43.3454,OUT049,1999,Medium,Tier 1,Supermarket Type1,503.3448,0-50
NCF43,8.51,Non_Edible,0.051936086,Non_Consumable,142.947,OUT035,2004,Small,Tier 2,Supermarket Type1,3006.087,101-150
FDX20,7.365,Low_Fat,0.04280099,Food,228.372,OUT017,2007,Small,Tier 2,Supermarket Type1,2037.348,201-250
FDB33,17.75,Low_Fat,0.014602837,Food,158.6262,OUT049,1999,Medium,Tier 1,Supermarket Type1,3819.0288,151-200
FDY32,7.605,Low_Fat,0.216323008,Food,165.021,OUT010,1998,Small,Tier 3,Grocery Store,815.605,151-200
FDB34,15.25,Low_Fat,0.02671821,Food,85.2198,OUT018,2009,Medium,Tier 3,Supermarket Type2,1482.7366,51-100
FDS11,7.05,Regular,0.055289464,Food,222.5088,OUT027,1985,Medium,Tier 3,Supermarket Type3,7158.6816,201-250
FDN24,14.1,Low_Fat,0.113908117,Food,53.3956,OUT017,2007,Small,Tier 2,Supermarket Type1,982.7208,51-100
NCX41,19.0,Non_Edible,0.0,Non_Consumable,211.0244,OUT010,1998,Small,Tier 3,Grocery Store,1482.0708,201-250
DRG11,6.385,Low_Fat,0.084008316,Drink,108.2596,OUT045,2002,Small,Tier 2,Supermarket Type1,1186.4556,101-150
FDE26,9.3,Low_Fat,0.14897741,Food,143.0786,OUT010,1998,Small,Tier 3,Grocery Store,288.9572,101-150
NCC06,19.0,Non_Edible,0.027139013,Non_Consumable,127.3336,OUT017,2007,Small,Tier 2,Supermarket Type1,2940.1728,101-150
NCZ41,19.85,Non_Edible,0.064367627,Non_Consumable,126.1704,OUT013,1987,High,Tier 3,Supermarket Type1,876.1928,101-150
FDG47,12.8,Low_Fat,0.06961884,Food,260.3252,OUT046,1997,Small,Tier 1,Supermarket Type1,8132.0812,
FDV51,16.35,Low_Fat,0.054463442,Food,163.8842,OUT010,1998,Small,Tier 3,Grocery Store,165.7842,151-200
FDA38,5.44,Low_Fat,0.04461205,Food,241.1538,OUT019,1985,Small,Tier 1,Grocery Store,480.7076,201-250
FDV44,8.365,Regular,0.039836895,Food,191.6188,OUT035,2004,Small,Tier 2,Supermarket Type1,2094.6068,151-200
FDA19,7.52,Low_Fat,0.055213208,Food,129.5994,OUT049,1999,Medium,Tier 1,Supermarket Type1,642.497,101-150
NCQ50,18.75,Non_Edible,0.0,Non_Consumable,213.3218,OUT035,2004,Small,Tier 2,Supermarket Type1,3419.5488,201-250
FDX26,17.7,Low_Fat,0.087383304,Food,180.4292,OUT027,1985,Medium,Tier 3,Supermarket Type3,4013.4424,151-200
FDZ32,7.785,Regular,0.038210084,Food,103.8964,OUT045,2002,Small,Tier 2,Supermarket Type1,946.7676,101-150
FDX22,6.785,Regular,0.022974812,Food,208.7928,OUT046,1997,Small,Tier 1,Supermarket Type1,5890.9984,201-250
FDG33,5.365,Regular,0.140524691,Food,172.7764,OUT045,2002,Small,Tier 2,Supermarket Type1,2233.0932,151-200
FDU45,15.6,Regular,0.035561344,Food,112.1518,OUT049,1999,Medium,Tier 1,Supermarket Type1,1821.6288,101-150
FDC16,11.5,Regular,0.020653603,Food,84.954,OUT018,2009,Medium,Tier 3,Supermarket Type2,865.54,51-100
FDX11,16.0,Regular,0.106663245,Food,179.7634,OUT013,1987,High,Tier 3,Supermarket Type1,4180.5582,151-200
FDB10,10.0,Low_Fat,0.067312613,Food,234.359,OUT049,1999,Medium,Tier 1,Supermarket Type1,3072.667,201-250
FDW39,6.69,Regular,0.036731658,Food,177.237,OUT027,1985,Medium,Tier 3,Supermarket Type3,4763.799,151-200
FDV03,17.6,Low_Fat,0.057809959,Food,156.2314,OUT027,1985,Medium,Tier 3,Supermarket Type3,2947.4966,151-200
FDF44,7.17,Regular,0.059849153,Food,129.4968,OUT045,2002,Small,Tier 2,Supermarket Type1,3392.9168,101-150
FDC39,7.405,Low_Fat,0.159843921,Food,206.6296,OUT018,2009,Medium,Tier 3,Supermarket Type2,3115.944,201-250
DRK37,5.0,Low_Fat,0.0,Drink,189.853,OUT045,2002,Small,Tier 2,Supermarket Type1,4933.578,151-200
FDB50,13.0,Low_Fat,0.153857402,Food,76.3986,OUT049,1999,Medium,Tier 1,Supermarket Type1,778.986,51-100
FDL43,10.1,Low_Fat,0.027041859,Food,77.567,OUT013,1987,High,Tier 3,Supermarket Type1,306.268,51-100
FDP20,19.85,Low_Fat,0.045855273,Food,127.102,OUT018,2009,Medium,Tier 3,Supermarket Type2,1771.028,101-150
FDK34,13.35,Low_Fat,0.038340116,Food,240.1564,OUT027,1985,Medium,Tier 3,Supermarket Type3,7150.692,201-250
FDW40,14.0,Regular,0.175991929,Food,140.7812,OUT010,1998,Small,Tier 3,Grocery Store,142.4812,101-150
FDE05,10.895,Regular,0.032427039,Food,147.7102,OUT013,1987,High,Tier 3,Supermarket Type1,1166.4816,101-150
FDY45,17.5,Low_Fat,0.0,Food,253.0356,OUT035,2004,Small,Tier 2,Supermarket Type1,4578.0408,
FDY44,14.15,Regular,0.024404558,Food,198.311,OUT046,1997,Small,Tier 1,Supermarket Type1,2553.343,151-200
FDZ39,19.7,Regular,0.018021361,Food,101.199,OUT035,2004,Small,Tier 2,Supermarket Type1,1857.582,101-150
FDW13,8.5,Low_Fat,0.098283459,Food,51.3324,OUT018,2009,Medium,Tier 3,Supermarket Type2,934.7832,51-100
NCN29,15.199999999999998,Non_Edible,0.021214364,Non_Consumable,48.2034,OUT019,1985,Small,Tier 1,Grocery Store,97.2068,0-50
FDN39,19.35,Regular,0.065890998,Food,167.0816,OUT017,2007,Small,Tier 2,Supermarket Type1,1510.0344,151-200
NCI43,19.85,Non_Edible,0.026115595,Non_Consumable,49.0376,OUT017,2007,Small,Tier 2,Supermarket Type1,143.8128,0-50
FDS55,7.02,Low_Fat,0.142107998,Food,150.3734,OUT019,1985,Small,Tier 1,Grocery Store,296.9468,151-200
FDT04,17.25,Low_Fat,0.0,Food,37.5822,OUT010,1998,Small,Tier 3,Grocery Store,196.411,0-50
FDG34,11.5,Regular,0.037646623,Food,107.5254,OUT045,2002,Small,Tier 2,Supermarket Type1,325.5762,101-150
DRI01,7.97,Low_Fat,0.0,Drink,173.7422,OUT045,2002,Small,Tier 2,Supermarket Type1,2759.0752,151-200
NCS05,11.5,Non_Edible,0.021020616,Non_Consumable,130.7942,OUT045,2002,Small,Tier 2,Supermarket Type1,2782.3782,101-150
FDB33,17.75,Low_Fat,0.014577412,Food,160.7262,OUT035,2004,Small,Tier 2,Supermarket Type1,2864.2716,151-200
FDU20,19.35,Regular,0.021453493,Food,120.3098,OUT035,2004,Small,Tier 2,Supermarket Type1,2530.7058,101-150
FDM33,15.6,Low_Fat,0.088215871,Food,220.1798,OUT017,2007,Small,Tier 2,Supermarket Type1,5068.7354,201-250
DRH03,17.25,Low_Fat,0.05869048,Drink,91.612,OUT010,1998,Small,Tier 3,Grocery Store,93.212,51-100
FDG40,13.65,Low_Fat,0.040049609,Food,34.4558,OUT017,2007,Small,Tier 2,Supermarket Type1,611.2044,0-50
NCY41,16.75,Non_Edible,0.126765903,Non_Consumable,35.7532,OUT010,1998,Small,Tier 3,Grocery Store,143.8128,0-50
FDQ14,9.27,Low_Fat,0.061775607,Food,150.105,OUT035,2004,Small,Tier 2,Supermarket Type1,2696.49,151-200
FDK48,7.445,Low_Fat,0.0,Food,76.8354,OUT046,1997,Small,Tier 1,Supermarket Type1,2181.8266,51-100
FDE46,18.6,Low_Fat,0.01575657,Food,153.1366,OUT013,1987,High,Tier 3,Supermarket Type1,3173.8686,151-200
FDS51,13.35,Low_Fat,0.032180494,Food,61.2194,OUT046,1997,Small,Tier 1,Supermarket Type1,433.4358,51-100
FDN48,13.35,Low_Fat,0.113720344,Food,89.9804,OUT019,1985,Small,Tier 1,Grocery Store,643.1628,51-100
NCJ30,5.82,Non_Edible,0.0,Non_Consumable,169.379,OUT013,1987,High,Tier 3,Supermarket Type1,2376.906,151-200
FDO12,15.75,Low_Fat,0.055015935,Food,194.3452,OUT049,1999,Medium,Tier 1,Supermarket Type1,2740.4328,151-200
FDF33,7.97,Low_Fat,0.036045991,Food,107.5596,OUT010,1998,Small,Tier 3,Grocery Store,431.4384,101-150
FDL58,5.78,Regular,0.074135053,Food,264.0568,OUT035,2004,Small,Tier 2,Supermarket Type1,2109.2544,
FDV40,17.35,Low_Fat,0.014689006,Food,74.5038,OUT035,2004,Small,Tier 2,Supermarket Type1,739.038,51-100
FDP33,18.7,Low_Fat,0.089197963,Food,257.3672,OUT013,1987,High,Tier 3,Supermarket Type1,2045.3376,
FDW08,12.1,Low_Fat,0.148612263,Food,104.528,OUT049,1999,Medium,Tier 1,Supermarket Type1,1384.864,101-150
FDI21,5.59,Regular,0.056592115,Food,65.0168,OUT035,2004,Small,Tier 2,Supermarket Type1,447.4176,51-100
FDQ37,20.75,Low_Fat,0.088828418,Food,192.2478,OUT027,1985,Medium,Tier 3,Supermarket Type3,7943.6598,151-200
FDJ60,19.35,Regular,0.062655235,Food,163.3184,OUT045,2002,Small,Tier 2,Supermarket Type1,2641.8944,151-200
FDA14,16.1,Low_Fat,0.065183228,Food,148.076,OUT046,1997,Small,Tier 1,Supermarket Type1,1464.76,101-150
FDO38,17.25,Low_Fat,0.07325106,Food,76.4986,OUT017,2007,Small,Tier 2,Supermarket Type1,778.986,51-100
DRK39,7.02,Low_Fat,0.049623924,Drink,83.225,OUT027,1985,Medium,Tier 3,Supermarket Type3,1498.05,51-100
FDV36,18.7,Low_Fat,0.026355345,Food,127.102,OUT045,2002,Small,Tier 2,Supermarket Type1,3289.052,101-150
FDQ10,12.85,Low_Fat,0.033314389,Food,171.6422,OUT018,2009,Medium,Tier 3,Supermarket Type2,3276.4018,151-200
FDG53,10.0,Low_Fat,0.046043736,Food,140.618,OUT018,2009,Medium,Tier 3,Supermarket Type2,2376.906,101-150
FDW02,4.805,Regular,0.037852995,Food,126.2704,OUT018,2009,Medium,Tier 3,Supermarket Type2,3629.9416,101-150
DRQ35,9.3,Low_Fat,0.042256257,Drink,124.4388,OUT013,1987,High,Tier 3,Supermarket Type1,1609.9044,101-150
FDP45,15.7,Regular,0.030672457,Food,253.1724,OUT049,1999,Medium,Tier 1,Supermarket Type1,5285.1204,
FDV51,16.35,Low_Fat,0.032381325,Food,166.1842,OUT027,1985,Medium,Tier 3,Supermarket Type3,5470.8786,151-200
FDW24,6.8,Low_Fat,0.037315469,Food,50.0034,OUT027,1985,Medium,Tier 3,Supermarket Type3,1992.7394,51-100
FDF59,12.5,Low_Fat,0.071534226,Food,124.902,OUT018,2009,Medium,Tier 3,Supermarket Type2,1771.028,101-150
FDW49,19.5,Low_Fat,0.082888496,Food,178.6002,OUT018,2009,Medium,Tier 3,Supermarket Type2,1253.7014,151-200
DRC27,13.8,Low_Fat,0.058220302,Drink,247.4802,OUT045,2002,Small,Tier 2,Supermarket Type1,1474.0812,201-250
NCE42,21.1,Non_Edible,0.010593469,Non_Consumable,234.2958,OUT013,1987,High,Tier 3,Supermarket Type1,3739.1328,201-250
DRB24,8.785,Low_Fat,0.020693619,Drink,153.1656,OUT017,2007,Small,Tier 2,Supermarket Type1,1853.5872,151-200
FDK46,9.6,Low_Fat,0.051571772,Food,258.462,OUT045,2002,Small,Tier 2,Supermarket Type1,4673.916,
FDB52,17.75,Low_Fat,0.030288215,Food,256.7672,OUT027,1985,Medium,Tier 3,Supermarket Type3,4346.3424,
FDS32,17.75,Regular,0.049634572,Food,140.2838,OUT010,1998,Small,Tier 3,Grocery Store,280.9676,101-150
FDO19,17.7,Regular,0.016593506,Food,46.9034,OUT035,2004,Small,Tier 2,Supermarket Type1,972.068,0-50
NCO43,5.5,Non_Edible,0.0,Non_Consumable,103.1016,OUT045,2002,Small,Tier 2,Supermarket Type1,2024.032,101-150
FDJ09,15.0,Low_Fat,0.058632705,Food,46.4744,OUT018,2009,Medium,Tier 3,Supermarket Type2,543.2928,0-50
NCJ31,19.2,Non_Edible,0.183686937,Non_Consumable,241.8196,OUT017,2007,Small,Tier 2,Supermarket Type1,1687.1372,201-250
NCN14,19.1,Non_Edible,0.092437711,Non_Consumable,185.2608,OUT017,2007,Small,Tier 2,Supermarket Type1,1470.0864,151-200
FDE35,7.06,Regular,0.0,Food,59.8904,OUT027,1985,Medium,Tier 3,Supermarket Type3,1757.712,51-100
DRE48,8.43,Low_Fat,0.017322454,Drink,196.8768,OUT035,2004,Small,Tier 2,Supermarket Type1,3350.3056,151-200
